build_id,applicability_prediction,observed_applicability,action,current_quadrant,proposed_quadrant,current_concurrency,proposed_concurrency,current_iterations,proposed_iterations,current_response_time,proposed_response_time,human_approval_required,online_validation_status,rationale
484331,not_applies,applies,review,9,9,high,high,medium,medium,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
484331,not_applies,applies,review,7,7,low,low,medium,medium,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
484331,not_applies,applies,review,9,9,high,high,medium,medium,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
484331,not_applies,applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
484331,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
484331,not_applies,not_applies,review,9,9,high,high,medium,medium,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
484266,not_applies,applies,review,7,7,low,low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
484266,applies,applies,upgrade,7,7,very_low,low,low,low,very_high,very_high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
484266,not_applies,applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484266,applies,applies,upgrade,8,9,medium,high,medium,medium,high,high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
484266,applies,applies,upgrade,9,9,high,high,high,high,medium,high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
484266,not_applies,not_applies,review,7,7,low,low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
484266,applies,applies,upgrade,4,7,low,low,low,low,medium,high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
484266,applies,applies,maintain,7,7,low,low,low,low,high,high,False,not_required,The current configuration applies without sufficient upgrade evidence.
484266,not_applies,applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484266,not_applies,applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484266,not_applies,not_applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484266,not_applies,not_applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484266,not_applies,not_applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484266,not_applies,not_applies,review,7,7,very_low,very_low,low,low,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484266,not_applies,not_applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484266,not_applies,not_applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484266,not_applies,not_applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484266,not_applies,not_applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484266,not_applies,not_applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484419,not_applies,applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484266,not_applies,not_applies,review,7,7,low,low,low,low,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484266,not_applies,not_applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484266,not_applies,not_applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484266,not_applies,not_applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484266,not_applies,not_applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484266,not_applies,not_applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484266,not_applies,not_applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484266,not_applies,not_applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
478133,applies,applies,upgrade,2,5,medium,medium,low,low,low,medium,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
469662,applies,applies,upgrade,7,7,low,low,low,low,very_high,very_high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
469662,applies,applies,upgrade,7,7,low,low,low,low,very_high,very_high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
469662,applies,applies,upgrade,9,9,high,high,medium,medium,very_high,very_high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
469662,applies,applies,upgrade,9,9,high,high,medium,medium,very_high,very_high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
469662,applies,applies,upgrade,9,9,high,high,high,high,low,medium,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
469662,applies,applies,upgrade,9,9,high,high,medium,medium,very_high,very_high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
469662,applies,not_applies,maintain,7,7,very_low,very_low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
469662,applies,not_applies,maintain,7,7,very_low,very_low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
469662,applies,not_applies,maintain,7,7,very_low,very_low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
469662,applies,not_applies,maintain,7,7,very_low,very_low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
469662,applies,not_applies,maintain,7,7,very_low,very_low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
469662,applies,not_applies,maintain,7,7,very_low,very_low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
469700,applies,not_applies,maintain,7,7,very_low,very_low,medium,medium,high,high,False,not_required,The current configuration applies without sufficient upgrade evidence.
469700,applies,not_applies,maintain,7,7,very_low,very_low,medium,medium,high,high,False,not_required,The current configuration applies without sufficient upgrade evidence.
470035,applies,applies,upgrade,4,4,very_low,very_low,low,low,medium,medium,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
469700,applies,not_applies,maintain,7,7,very_low,very_low,medium,medium,high,high,False,not_required,The current configuration applies without sufficient upgrade evidence.
478493,applies,applies,maintain,7,7,very_low,very_low,medium,medium,high,high,False,not_required,The current configuration applies without sufficient upgrade evidence.
482069,not_applies,applies,review,7,7,very_low,very_low,low,low,high,high,True,not_required,The model predicts that the executed configuration does not apply.
482069,not_applies,applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
482069,not_applies,applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
484091,not_applies,not_applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484091,not_applies,not_applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484091,not_applies,not_applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484091,not_applies,not_applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484091,not_applies,not_applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484091,not_applies,not_applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484091,not_applies,not_applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484091,not_applies,not_applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484091,not_applies,not_applies,review,7,7,very_low,very_low,low,low,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484091,not_applies,applies,review,7,7,low,low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
484091,applies,applies,maintain,7,7,very_low,very_low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
484091,not_applies,applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
479678,applies,not_applies,maintain,8,8,medium,medium,medium,medium,high,high,False,not_required,The current configuration applies without sufficient upgrade evidence.
479678,applies,not_applies,maintain,8,8,medium,medium,medium,medium,high,high,False,not_required,The current configuration applies without sufficient upgrade evidence.
479678,applies,applies,upgrade,9,9,high,high,high,high,low,low,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
479678,applies,not_applies,maintain,7,7,very_low,very_low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
479678,applies,not_applies,maintain,7,7,low,low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
479678,applies,not_applies,maintain,7,7,low,low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
479678,applies,not_applies,maintain,8,8,medium,medium,medium,medium,high,high,False,not_required,The current configuration applies without sufficient upgrade evidence.
479678,applies,not_applies,maintain,7,7,low,low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
479678,applies,applies,maintain,8,8,medium,medium,medium,medium,high,high,False,not_required,The current configuration applies without sufficient upgrade evidence.
479678,applies,not_applies,maintain,7,7,very_low,very_low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
480245,not_applies,not_applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
477013,applies,applies,maintain,7,7,low,low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
477013,applies,applies,maintain,8,8,medium,medium,medium,medium,high,high,False,not_required,The current configuration applies without sufficient upgrade evidence.
477013,applies,applies,maintain,7,7,very_low,very_low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
471585,applies,applies,upgrade,6,9,high,high,medium,medium,medium,high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
468337,applies,applies,maintain,7,7,low,low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
468337,applies,not_applies,maintain,8,8,medium,medium,medium,medium,high,high,False,not_required,The current configuration applies without sufficient upgrade evidence.
468337,applies,applies,maintain,7,7,low,low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
468337,applies,applies,maintain,8,8,medium,medium,medium,medium,high,high,False,not_required,The current configuration applies without sufficient upgrade evidence.
468337,applies,applies,maintain,8,8,medium,medium,medium,medium,high,high,False,not_required,The current configuration applies without sufficient upgrade evidence.
468337,applies,applies,upgrade,9,9,high,high,high,high,low,low,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
468337,applies,applies,maintain,7,7,very_low,very_low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
468337,applies,applies,maintain,7,7,low,low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
469662,applies,applies,upgrade,7,7,very_low,very_low,low,low,very_high,very_high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
469662,applies,not_applies,maintain,9,9,high,high,medium,medium,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
469662,applies,not_applies,maintain,9,9,high,high,high,high,low,low,False,not_required,The current configuration applies without sufficient upgrade evidence.
468337,applies,applies,maintain,8,8,medium,medium,medium,medium,high,high,False,not_required,The current configuration applies without sufficient upgrade evidence.
468337,applies,applies,maintain,7,7,low,low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
468337,applies,applies,maintain,8,8,medium,medium,medium,medium,high,high,False,not_required,The current configuration applies without sufficient upgrade evidence.
468337,applies,applies,maintain,7,7,low,low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
468337,applies,not_applies,maintain,7,7,low,low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
468337,applies,not_applies,maintain,7,7,low,low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
468337,applies,not_applies,maintain,8,8,medium,medium,medium,medium,high,high,False,not_required,The current configuration applies without sufficient upgrade evidence.
468337,applies,not_applies,maintain,7,7,low,low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
468337,applies,not_applies,maintain,8,8,medium,medium,medium,medium,high,high,False,not_required,The current configuration applies without sufficient upgrade evidence.
468337,applies,not_applies,maintain,7,7,low,low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
468337,applies,not_applies,maintain,8,8,medium,medium,medium,medium,high,high,False,not_required,The current configuration applies without sufficient upgrade evidence.
468337,applies,applies,maintain,7,7,very_low,very_low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
468337,applies,not_applies,maintain,7,7,very_low,very_low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
468337,applies,not_applies,maintain,7,7,low,low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
468337,applies,applies,maintain,7,7,low,low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
468337,applies,not_applies,maintain,7,7,low,low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
468337,applies,not_applies,maintain,8,8,medium,medium,medium,medium,high,high,False,not_required,The current configuration applies without sufficient upgrade evidence.
468337,applies,not_applies,maintain,7,7,low,low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
468337,applies,not_applies,maintain,8,8,medium,medium,medium,medium,high,high,False,not_required,The current configuration applies without sufficient upgrade evidence.
468337,applies,applies,maintain,8,8,medium,medium,medium,medium,high,high,False,not_required,The current configuration applies without sufficient upgrade evidence.
468337,applies,applies,maintain,7,7,low,low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
468337,applies,applies,maintain,8,8,medium,medium,medium,medium,high,high,False,not_required,The current configuration applies without sufficient upgrade evidence.
468337,applies,not_applies,maintain,8,8,medium,medium,medium,medium,high,high,False,not_required,The current configuration applies without sufficient upgrade evidence.
468337,applies,not_applies,maintain,7,7,very_low,very_low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
469662,applies,not_applies,maintain,9,9,high,high,medium,medium,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
478493,applies,not_applies,maintain,7,7,very_low,very_low,medium,medium,high,high,False,not_required,The current configuration applies without sufficient upgrade evidence.
479053,not_applies,not_applies,review,1,1,low,low,low,low,low,low,True,not_required,The model predicts that the executed configuration does not apply.
479053,applies,not_applies,maintain,1,1,very_low,very_low,low,low,low,low,False,not_required,The current configuration applies without sufficient upgrade evidence.
479053,applies,not_applies,maintain,1,1,very_low,very_low,low,low,low,low,False,not_required,The current configuration applies without sufficient upgrade evidence.
479053,applies,not_applies,maintain,1,1,very_low,very_low,low,low,low,low,False,not_required,The current configuration applies without sufficient upgrade evidence.
479053,not_applies,not_applies,review,3,3,high,high,low,low,low,low,True,not_required,The model predicts that the executed configuration does not apply.
479053,not_applies,not_applies,review,3,3,high,high,low,low,low,low,True,not_required,The model predicts that the executed configuration does not apply.
477013,applies,not_applies,maintain,8,8,medium,medium,medium,medium,high,high,False,not_required,The current configuration applies without sufficient upgrade evidence.
477013,applies,applies,maintain,7,7,low,low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
476779,not_applies,not_applies,review,,,,,,,,,True,not_required,The model predicts that the executed configuration does not apply.
477013,applies,not_applies,maintain,8,8,medium,medium,medium,medium,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
477013,applies,not_applies,maintain,7,7,low,low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
477013,applies,not_applies,maintain,8,8,medium,medium,medium,medium,high,high,False,not_required,The current configuration applies without sufficient upgrade evidence.
477013,applies,not_applies,maintain,7,7,low,low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
468337,applies,applies,maintain,8,8,medium,medium,medium,medium,high,high,False,not_required,The current configuration applies without sufficient upgrade evidence.
468337,applies,applies,maintain,7,7,low,low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
468337,applies,applies,maintain,8,8,medium,medium,medium,medium,high,high,False,not_required,The current configuration applies without sufficient upgrade evidence.
468337,applies,applies,maintain,7,7,very_low,very_low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
468337,applies,not_applies,maintain,9,9,high,high,high,high,low,low,False,not_required,The current configuration applies without sufficient upgrade evidence.
468337,applies,applies,upgrade,7,7,very_low,low,low,low,very_high,very_high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
468337,applies,applies,maintain,8,8,medium,medium,medium,medium,high,high,False,not_required,The current configuration applies without sufficient upgrade evidence.
468337,applies,applies,maintain,8,8,medium,medium,medium,medium,high,high,False,not_required,The current configuration applies without sufficient upgrade evidence.
468337,applies,applies,upgrade,9,9,high,high,high,high,low,low,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
468337,applies,not_applies,maintain,7,7,very_low,very_low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
468337,applies,applies,maintain,7,7,low,low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
468337,applies,applies,maintain,8,8,medium,medium,medium,medium,high,high,False,not_required,The current configuration applies without sufficient upgrade evidence.
468337,applies,applies,maintain,7,7,low,low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
468337,applies,applies,maintain,8,8,medium,medium,medium,medium,high,high,False,not_required,The current configuration applies without sufficient upgrade evidence.
468337,applies,applies,maintain,7,7,very_low,very_low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
468337,applies,not_applies,maintain,8,8,medium,medium,medium,medium,high,high,False,not_required,The current configuration applies without sufficient upgrade evidence.
468337,applies,not_applies,maintain,9,9,high,high,high,high,low,low,False,not_required,The current configuration applies without sufficient upgrade evidence.
479053,not_applies,not_applies,review,3,3,high,high,low,low,low,low,True,not_required,The model predicts that the executed configuration does not apply.
479170,applies,not_applies,maintain,4,4,very_low,very_low,low,low,medium,medium,False,not_required,The current configuration applies without sufficient upgrade evidence.
479170,applies,applies,upgrade,4,4,very_low,very_low,low,low,medium,medium,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
479170,applies,applies,upgrade,4,7,very_low,very_low,low,low,medium,high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
479170,applies,applies,maintain,4,4,very_low,very_low,low,low,medium,medium,False,not_required,The current configuration applies without sufficient upgrade evidence.
479170,applies,not_applies,maintain,4,4,very_low,very_low,low,low,medium,medium,False,not_required,The current configuration applies without sufficient upgrade evidence.
479170,applies,not_applies,maintain,4,4,very_low,very_low,low,low,medium,medium,False,not_required,The current configuration applies without sufficient upgrade evidence.
479170,applies,not_applies,maintain,4,4,very_low,very_low,low,low,medium,medium,False,not_required,The current configuration applies without sufficient upgrade evidence.
480245,not_applies,not_applies,review,7,7,low,low,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
479170,applies,applies,maintain,4,4,very_low,very_low,low,low,medium,medium,False,not_required,The current configuration applies without sufficient upgrade evidence.
479170,applies,applies,upgrade,4,7,very_low,very_low,low,low,medium,high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
479170,applies,not_applies,maintain,4,4,very_low,very_low,low,low,medium,medium,False,not_required,The current configuration applies without sufficient upgrade evidence.
484091,not_applies,applies,review,7,7,low,low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
484091,applies,applies,maintain,7,7,very_low,very_low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
484091,not_applies,applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484091,applies,applies,upgrade,8,9,medium,high,medium,medium,high,high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
484091,applies,applies,upgrade,9,9,high,high,high,high,medium,high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
484091,not_applies,not_applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484091,not_applies,not_applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484091,not_applies,not_applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484091,not_applies,not_applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484091,not_applies,not_applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484091,not_applies,not_applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484091,not_applies,not_applies,review,7,7,low,low,low,low,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484091,not_applies,not_applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484091,not_applies,not_applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484266,applies,applies,upgrade,4,7,very_low,very_low,low,low,medium,high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
484266,not_applies,applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484091,not_applies,not_applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484091,not_applies,not_applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484091,not_applies,not_applies,review,7,7,low,low,low,low,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484091,not_applies,not_applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484091,not_applies,not_applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484091,not_applies,not_applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484091,not_applies,not_applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484091,not_applies,not_applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484091,not_applies,not_applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
484091,not_applies,not_applies,review,9,9,high,high,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
476779,not_applies,not_applies,review,,,,,,,,,True,not_required,The model predicts that the executed configuration does not apply.
477013,applies,applies,maintain,8,8,medium,medium,medium,medium,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
476779,not_applies,not_applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
477013,applies,not_applies,maintain,7,7,low,low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
474212,applies,not_applies,maintain,7,7,very_low,very_low,medium,medium,high,high,False,not_required,The current configuration applies without sufficient upgrade evidence.
470035,applies,not_applies,maintain,4,4,very_low,very_low,low,low,medium,medium,False,not_required,The current configuration applies without sufficient upgrade evidence.
470035,applies,not_applies,maintain,4,4,very_low,very_low,low,low,medium,medium,False,not_required,The current configuration applies without sufficient upgrade evidence.
470347,not_applies,not_applies,review,1,1,very_low,very_low,low,low,low,low,True,not_required,The model predicts that the executed configuration does not apply.
470347,not_applies,not_applies,review,2,2,medium,medium,low,low,low,low,True,not_required,The model predicts that the executed configuration does not apply.
483179,not_applies,applies,review,7,7,very_low,very_low,low,low,high,high,True,not_required,The model predicts that the executed configuration does not apply.
483179,not_applies,applies,review,7,7,very_low,very_low,low,low,high,high,True,not_required,The model predicts that the executed configuration does not apply.
483042,not_applies,applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
483042,not_applies,applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
483042,not_applies,applies,review,4,4,very_low,very_low,low,low,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
483042,not_applies,not_applies,review,7,7,low,low,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
483042,not_applies,not_applies,review,7,7,low,low,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
483042,not_applies,not_applies,review,7,7,very_low,very_low,low,low,high,high,True,not_required,The model predicts that the executed configuration does not apply.
483042,not_applies,not_applies,review,7,7,low,low,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
483042,not_applies,not_applies,review,7,7,low,low,medium,medium,high,high,True,not_required,The model predicts that the executed configuration does not apply.
478493,applies,not_applies,maintain,7,7,very_low,very_low,medium,medium,high,high,False,not_required,The current configuration applies without sufficient upgrade evidence.
479736,applies,applies,maintain,7,7,very_low,very_low,medium,medium,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
479736,applies,applies,upgrade,1,1,very_low,very_low,low,low,low,low,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
479736,applies,applies,upgrade,1,1,very_low,very_low,low,low,low,low,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
479736,applies,applies,upgrade,1,1,very_low,very_low,low,low,low,low,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
479736,applies,applies,upgrade,1,1,very_low,very_low,low,low,low,low,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
479736,applies,applies,upgrade,1,1,very_low,very_low,low,low,low,low,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
479736,applies,applies,upgrade,4,4,low,low,low,low,medium,medium,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
479678,applies,not_applies,maintain,7,7,low,low,low,low,very_high,very_high,False,not_required,The current configuration applies without sufficient upgrade evidence.
492149,not_applies,not_applies,review,7,7,very_low,very_low,low,low,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
492668,not_applies,not_applies,review,9,9,very_high,very_high,medium,medium,very_high,very_high,True,not_required,The model predicts that the executed configuration does not apply.
492202,applies,applies,upgrade,4,4,low,low,low,low,medium,medium,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
492202,applies,applies,upgrade,4,4,low,low,low,low,medium,medium,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
492202,applies,applies,maintain,4,4,low,low,low,low,medium,medium,False,not_required,The current configuration applies without sufficient upgrade evidence.
492202,applies,applies,upgrade,4,4,low,low,low,low,medium,medium,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
492202,applies,not_applies,maintain,4,4,low,low,low,low,medium,medium,False,not_required,The current configuration applies without sufficient upgrade evidence.
492202,applies,not_applies,maintain,4,4,low,low,low,low,medium,medium,False,not_required,The current configuration applies without sufficient upgrade evidence.
492668,not_applies,not_applies,review,9,9,very_high,very_high,high,high,low,low,True,not_required,The model predicts that the executed configuration does not apply.
492668,not_applies,not_applies,review,5,5,medium,medium,medium,medium,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
492668,not_applies,not_applies,review,5,5,medium,medium,medium,medium,medium,medium,True,not_required,The model predicts that the executed configuration does not apply.
492668,not_applies,not_applies,review,7,7,low,low,low,low,high,high,True,not_required,The model predicts that the executed configuration does not apply.
492668,not_applies,not_applies,review,7,7,low,low,low,low,high,high,True,not_required,The model predicts that the executed configuration does not apply.
485004,applies,applies,upgrade,9,9,high,high,medium,medium,very_high,very_high,True,pending_new_execution,The execution applies with headroom; evaluate one controlled step.
